Asset,Quote,Provider,Deploy,Whitelist,Class,pyth,base,quote,feedId,maxStaleness,maxConfWidth
MIM,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,0xFEa7a6a0B346362BF88A9e4A88416B77a57D6c2A,0x0000000000000000000000000000000000000348,0x7aa41f6ee464616f3cbc469fddfd7e63d8db319b7bd585cc95b24c29c9172916,120,300
MINA,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,,0x0000000000000000000000000000000000000348,0xe322f437708e16b033d785fceb5c7d61c94700364281a10fabc77ca20ef64bf1,120,300
MIR,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,,0x0000000000000000000000000000000000000348,0x0b46c1c04e9c914037cc4e0561a7e6787f6db0b89b7b65281f0f6fea1ce45a74,120,300
MKR,USD,Pyth,Yes,Yes,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,0x0000000000000000000000000000000000000348,0x9375299e31c0deb9c6bc378e6329aab44cb48ec655552a70d4b9050346a30378,120,300
MNDE,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,,0x0000000000000000000000000000000000000348,0x3607bf4d7b78666bd3736c7aacaf2fd2bc56caa8667d3224971ebe3c0623292a,120,300
MNGO,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,,0x0000000000000000000000000000000000000348,0x5b70af49d639eefe11f20df47a0c0760123291bb5bc55053faf797d1ff905983,120,300
MNT,USD,Pyth,Yes,Yes,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,0x3c3a81e81dc49a522a592e7622a7e711c06bf354,0x0000000000000000000000000000000000000348,0x4e3037c822d852d79af3ac80e35eb420ee3b870dca49f9344a38ef4773fb0585,120,300
MOBILE,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,,0x0000000000000000000000000000000000000348,0xff4c53361e36a9b837433c87d290c229e1f01aec5ef98d9f3f70953a20a629ce,120,300
MODE,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,,0x0000000000000000000000000000000000000348,0x0386e113cc716a7c6a55decd97b19c90ce080d9f2f5255ac78a0e26889446d1e,120,300
MOG,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,0xaaee1a9723aadb7afa2810263653a34ba2c21c7a,0x0000000000000000000000000000000000000348,0x17894b9fff49cd07efeab94a0d02db16f158efe04e0dee1db6af5f069082ce83,120,300
MSOL,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,,0x0000000000000000000000000000000000000348,0xc2289a6a43d2ce91c6f55caec370f4acc38a2ed477f58813334c6d03749ff2a4,120,300
MTR,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,,0x0000000000000000000000000000000000000348,0x8cdc9b2118d2ce55a299f8f1d700d0127cf4036d1aa666a8cd51dcab4254284f,120,300
MTRG,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,,0x0000000000000000000000000000000000000348,0x20d096e088a9b85f8cf09278965b77aeb05c00769e2ddeda5ea2d07ea554b283,120,300
MYRO,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,,0x0000000000000000000000000000000000000348,0x6c19a9df349e8951d6bbae02f11ce54a025cd549b482403a0d897bb0bdbfd424,120,300
NAVX,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,,0x0000000000000000000000000000000000000348,0x88250f854c019ef4f88a5c073d52a18bb1c6ac437033f5932cd017d24917ab46,120,300
NEAR,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,0x85f17cf997934a597031b2e18a9ab6ebd4b9f6a4,0x0000000000000000000000000000000000000348,0xc415de8d2eba7db216527dff4b60e8f3a5311c740dadb233e13e12547e226750,120,300
NEON,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,,0x0000000000000000000000000000000000000348,0xd82183dd487bef3208a227bb25d748930db58862c5121198e723ed0976eb92b7,120,300
NTRN,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,,0x0000000000000000000000000000000000000348,0xa8e6517966a52cb1df864b2764f3629fde3f21d2b640b5c572fcd654cbccd65e,120,300
OG,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,,0x0000000000000000000000000000000000000348,0x05934526b94a9fbe4c4ce0c3792213032f086ee4bf58f2168a7085361af9bdc1,120,300
OKB,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,0x75231f58b43240c9718dd58b4967c5114342a86c,0x0000000000000000000000000000000000000348,0xd6f83dfeaff95d596ddec26af2ee32f391c206a183b161b7980821860eeef2f5,120,300
OMG,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,0xd26114cd6ee289accf82350c8d8487fedb8a0c07,0x0000000000000000000000000000000000000348,0x3b4e266cfd796c642603073a8471f1bdb876a9c03ded525e4472a722298c4219,120,300
OMI,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,0xed35af169af46a02ee13b9d79eb57d6d68c1749e,0x0000000000000000000000000000000000000348,0x06d9fa501fd2bef47265361ca0eaf6e0a97c3b226cea5ab760240f70818581ad,120,300
ONDO,USD,Pyth,Yes,Yes,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,0xfAbA6f8e4a5E8Ab82F62fe7C39859FA577269BE3,0x0000000000000000000000000000000000000348,0xd40472610abe56d36d065a0cf889fc8f1dd9f3b7f2a478231a5fc6df07ea5ce3,120,300
ONE,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,,0x0000000000000000000000000000000000000348,0xc572690504b42b57a3f7aed6bd4aae08cbeeebdadcf130646a692fe73ec1e009,120,300
OP,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,,0x0000000000000000000000000000000000000348,0x385f64d993f7b77d8182ed5003d97c60aa3361f3cecfe711544d2d59165e9bdf,120,300
ORCA,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,,0x0000000000000000000000000000000000000348,0x37505261e557e251290b8c8899453064e8d760ed5c65a779726f2490980da74c,120,300
ORDI,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,,0x0000000000000000000000000000000000000348,0x193c739db502aadcef37c2589738b1e37bdb257d58cf1ab3c7ebc8e6df4e3ec0,120,300
OSMO,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,,0x0000000000000000000000000000000000000348,0x5867f5683c757393a0670ef0f701490950fe93fdb006d181c8265a831ac0c5c6,120,300
OUSD,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,0x2A8e1E676Ec238d8A992307B495b45B3fEAa5e86,0x0000000000000000000000000000000000000348,0xbfaf61069ca9164aba41935fa16488ce7c39b313e7faaa02fb4655b99caada05,120,300
PAXG,USD,Pyth,Yes,Yes,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,0x45804880de22913dafe09f4980848ece6ecbaf78,0x0000000000000000000000000000000000000348,0x273717b49430906f4b0c230e99aa1007f83758e3199edbc887c0d06c3e332494,120,300
PENDLE,USD,Pyth,Yes,Yes,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,0x808507121b80c02388fad14726482e061b8da827,0x0000000000000000000000000000000000000348,0x9a4df90b25497f66b1afb012467e316e801ca3d839456db028892fe8c70c8016,120,300
PEOPLE,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,0x7a58c0be72be218b41c608b7fe7c5bb630736c71,0x0000000000000000000000000000000000000348,0xb7fe919d83815ca6074c82a3286b1cd6ffb7d3136e323cd2b1ef706cfc7e5945,120,300
PEPE,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,0x25d887Ce7a35172C62FeBFD67a1856F20FaEbB00,0x0000000000000000000000000000000000000348,0xd69731a2e74ac1ce884fc3890f7ee324b6deb66147055249568869ed700882e4,120,300
PERP,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,0xbc396689893d065f41bc2c6ecbee5e0085233447,0x0000000000000000000000000000000000000348,0x944f2f908c5166e0732ea5b610599116cd8e1c41f47452697c1e84138b7184d6,120,300
POL,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,,0x0000000000000000000000000000000000000348,0xffd11c5a1cfd42f80afb2df4d9f264c15f956d68153335374ec10722edd70472,120,300
POPCAT,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,,0x0000000000000000000000000000000000000348,0xb9312a7ee50e189ef045aa3c7842e099b061bd9bdc99ac645956c3b660dc8cce,120,300
PRCL,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,,0x0000000000000000000000000000000000000348,0x5bbd1ce617792b476c55991c27cdfd89794f9f13356babc9c92405f5f0079683,120,300
PRIME,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,0xb23d80f5fefcddaa212212f028021b41ded428cf,0x0000000000000000000000000000000000000348,0xe417fb7d1edcfe70283c608fa9f14d11ebf4d1b3ecf2e97e42a110f7fb649843,120,300
PSG,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,,0x0000000000000000000000000000000000000348,0x3d253019d38099c0fe918291bd08c9b887f4306a44d7d472c8031529141f275a,120,300
PUFETH,USD,Pyth,Yes,Yes,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,0xD9A442856C234a39a81a089C06451EBAa4306a72,0x0000000000000000000000000000000000000348,0xe5801530292c348f322b7b4a48c1c0d59ab629846cce1c816fc27aee2054b560,120,300
PXETH,USD,Pyth,Yes,Yes,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,0x04c154b66cb340f3ae24111cc767e0184ed00cc6,0x0000000000000000000000000000000000000348,0x834be8951394714988606b3a1ac299c48bd07d68e5abb02766bcf881fdc1e69c,120,300
PYTH,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,0xE4D5c6aE46ADFAF04313081e8C0052A30b6Dd724,0x0000000000000000000000000000000000000348,0x0bbf28e9a841a1cc788f6a361b17ca072d0ea3098a1e5df1c3922d06719579ff,120,300
PYUSD,USD,Pyth,Yes,Yes,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,0x6c3ea9036406852006290770bedfcaba0e23a0e8,0x0000000000000000000000000000000000000348,0xc1da1b73d7f01e7ddd54b3766cf7fcd644395ad14f70aa706ec5384c59e76692,120,300
QNT,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,0x4a220e6096b25eadb88358cb44068a3248254675,0x0000000000000000000000000000000000000348,0x19ab139032007c8bd7d1fd3842ef392a5434569a72b555504a5aee47df2a0a35,120,300
QTUM,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,,0x0000000000000000000000000000000000000348,0xb17096e28039ccc2b84e330c27e29706cf6779c3c6f2853527f516509f9819f6,120,300
QUICK,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,,0x0000000000000000000000000000000000000348,0xd28fd418fef97f1b21f72a6bc39687b52ab368d291a5ee8f16e6033ec81c81d8,120,300
RACA,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,0x12bb890508c125661e03b09ec06e404bc9289040,0x0000000000000000000000000000000000000348,0xfd0690232b0fae5efdc402c1b9aac74176383ff7daf87d021554bda24a38e0ec,120,300
RAY,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,,0x0000000000000000000000000000000000000348,0x91568baa8beb53db23eb3fb7f22c6e8bd303d103919e19733f2bb642d3e7987a,120,300
RDNT,USD,Pyth,Yes,Yes,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,0x137dDB47Ee24EaA998a535Ab00378d6BFa84F893,0x0000000000000000000000000000000000000348,0xc8cf45412be4268bef8f76a8b0d60971c6e57ab57919083b8e9f12ba72adeeb6,120,300
RETH,USD,Pyth,Yes,Yes,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,0xae78736cd615f374d3085123a210448e74fc6393,0x0000000000000000000000000000000000000348,0xa0255134973f4fdf2f8f7808354274a3b1ebc6ee438be898d045e8b56ba1fe13,120,300
REZ,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,0x3b50805453023a91a8bf641e279401a0b23fa6f9,0x0000000000000000000000000000000000000348,0x9df307038f76e26ba0f9aaa1d5eefce919bf5b7b282d0ad247d4f77ffb506ede,120,300
RLB,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,0x046eee2cc3188071c02bfc1745a6b17c656e3f3d,0x0000000000000000000000000000000000000348,0x2f2d17abbc1e781bd87b4a5d52c8b2856886f5c482fa3593cebf6795040ab0b6,120,300
RNDR,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,0x6de037ef9ad2725eb40118bb1702ebb27e4aeb24,0x0000000000000000000000000000000000000348,0xab7347771135fc733f8f38db462ba085ed3309955f42554a14fa13e855ac0e2f,120,300
RON,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,,0x0000000000000000000000000000000000000348,0x97cfe19da9153ef7d647b011c5e355142280ddb16004378573e6494e499879f3,120,300
ROSE,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,,0x0000000000000000000000000000000000000348,0x488f59877d3950ca12c5529d3ec6d4904666b2ec2d37616e61ecc88e3d23d51c,120,300
RPL,USD,Pyth,Yes,Yes,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,0xd33526068d116ce69f19a9ee46f0bd304f21a51f,0x0000000000000000000000000000000000000348,0x24f94ac0fd8638e3fc41aab2e4df933e63f763351b640bf336a6ec70651c4503,120,300
RSETH,USD,Pyth,Yes,Yes,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,0xa1290d69c65a6fe4df752f95823fae25cb99e5a7,0x0000000000000000000000000000000000000348,0x0caec284d34d836ca325cf7b3256c078c597bc052fbd3c0283d52b581d68d71f,120,300
RSR,USD,Pyth,Yes,Yes,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,0x320623b8e4ff03373931769a31fc52a4e78b5d70,0x0000000000000000000000000000000000000348,0xfb7565b77267ba3f6ef770bed5d7f9b22b8542db676dbd9b934a2fcf945f4371,120,300
RSWETH,USD,Pyth,Yes,Yes,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,0xFAe103DC9cf190eD75350761e95403b7b8aFa6c0,0x0000000000000000000000000000000000000348,0x17e349391a4d8362706ec4126c2fa42047601cb71c1063e38ca305fab9b0ec4d,120,300
RUNE,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,,0x0000000000000000000000000000000000000348,0x5fcf71143bb70d41af4fa9aa1287e2efd3c5911cee59f909f915c9f61baacb1e,120,300
SAFE,USD,Pyth,Yes,Yes,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,0x5afe3855358e112b5647b952709e6165e1c1eeee,0x0000000000000000000000000000000000000348,0x7b3576858506a94fad3a9cc55e32934f0c3931150fe3a3c7b83558dbae5b8e38,120,300
SAMO,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,,0x0000000000000000000000000000000000000348,0x49601625e1a342c1f90c3fe6a03ae0251991a1d76e480d2741524c29037be28a,120,300
SAND,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,0x3845badAde8e6dFF049820680d1F14bD3903a5d0,0x0000000000000000000000000000000000000348,0xcb7a1d45139117f8d3da0a4b67264579aa905e3b124efede272634f094e1e9d1,120,300
SATS,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,,0x0000000000000000000000000000000000000348,0x40440d18fb5ad809e2825ce7dfc035cfa57135c13062a04addafe0c7f54425e0,120,300
SBR,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,,0x0000000000000000000000000000000000000348,0x6ed3c7c4427ae2f91707495fc5a891b30795d93dbb3931782ddd77a5d8cb6db7,120,300
SCA,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,,0x0000000000000000000000000000000000000348,0x7e17f0ac105abe9214deb9944c30264f5986bf292869c6bd8e8da3ccd92d79bc,120,300
SCRT,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,,0x0000000000000000000000000000000000000348,0xac5a498aa407c3642257dc8bd8b92efda656e708b22be9b96febcb77878d6bfa,120,300
SD,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,0x30d20208d987713f46dfd34ef128bb16c404d10f,0x0000000000000000000000000000000000000348,0x83aac6fae150e8850204ef5dce696c05ae2efa335a41c7e5c112bc73e5cbae35,120,300
SDAI,USD,Pyth,Yes,Yes,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,0x83f20f44975d03b1b09e64809b757c47f942beea,0x0000000000000000000000000000000000000348,0x710659c5a68e2416ce4264ca8d50d34acc20041d91289110eea152c52ff3dc39,120,300
SEAM,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,0x6b66ccd1340c479B07B390d326eaDCbb84E726Ba,0x0000000000000000000000000000000000000348,0x5edd9fffc06909b69ec04c2391e5b6148941bbecbebdcb3ab3f9ead9ff7ec991,120,300
SEI,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,,0x0000000000000000000000000000000000000348,0x53614f1cb0c031d4af66c04cb9c756234adad0e1cee85303795091499a4084eb,120,300
SFRXETH,USD,Pyth,Yes,Yes,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,0xac3E018457B222d93114458476f3E3416Abbe38F,0x0000000000000000000000000000000000000348,0xb2bb466ff5386a63c18aa7c3bc953cb540c755e2aa99dafb13bc4c177692bed0,120,300
SHDW,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,,0x0000000000000000000000000000000000000348,0x823df7874b35e0a6ad4f1f3a8298e1ec8bf3c20d188edbc1e2b56886adb73d38,120,300
SHIB,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,0x0000000000000000000000000000000000000348,0xf0d57deca57b3da2fe63a493f4c25925fdfd8edf834b20f93e1f84dbd1504d4a,120,300
SKL,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,0x00c83aecc790e8a4453e5dd3b0b4b3680501a7a7,0x0000000000000000000000000000000000000348,0x597d2ae7e4b92165d40f03ae57895e3e8245762a177b6db3274e4322b78f5b82,120,300
SLND,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,,0x0000000000000000000000000000000000000348,0xf8d030e4ef460b91ad23eabbbb27aec463e3c30ecc8d5c4b71e92f54a36ccdbd,120,300
SLP,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,,0x0000000000000000000000000000000000000348,0xfba17701be318087db58d9797d5f1e89dcf5b95773ae2227c8a8eb4cf1d4e554,120,300
SMR,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,,0x0000000000000000000000000000000000000348,0xaf5b9ac426ae79591fde6816bc3f043b5e06d5e442f52112f76249320df22449,120,300
SNX,USD,Pyth,Yes,Yes,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f,0x0000000000000000000000000000000000000348,0x39d020f60982ed892abbcd4a06a276a9f9b7bfbce003204c110b6e488f502da3,120,300
SOL,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,,0x0000000000000000000000000000000000000348,0xef0d8b6fda2ceba41da15d4095d1da392a0d2f8ed0c6c7bc0f4cfac8c280b56d,120,300
SPA,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,,0x0000000000000000000000000000000000000348,0xcdaf63079d7abee0f54344fb19bf4e23d1e6c8ff7d8e820c86ce119b0ddc14cd,120,300
SPELL,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,0x090185f2135308BaD17527004364eBcC2D37e5F6,0x0000000000000000000000000000000000000348,0x1dcf38b0206d27849b0fcb8d2df21aff4f95873cce223f49d7c1ea3c5145ec63,120,300
STETH,ETH,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,0xae7ab96520DE3A18E5e111B5EaAb095312D7fE84,0x0000000000000000000000000000000000000348,0x3af6a3098c56f58ff47cc46dee4a5b1910e5c157f7f0b665952445867470d61f,120,300
STETH,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,0xae7ab96520DE3A18E5e111B5EaAb095312D7fE84,0x0000000000000000000000000000000000000348,0x846ae1bdb6300b817cee5fdee2a6da192775030db5615b94a465f53bd40850b5,120,300
STG,USD,Pyth,Yes,Yes,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,0xAf5191B0De278C7286d6C7CC6ab6BB8A73bA2Cd6,0x0000000000000000000000000000000000000348,0x008546b175392b878c5c7ff0b6327b1cb12669be012fc2935c09a16fc8f6c58f,120,300
STONE,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,0x7122985656e38bdc0302db86685bb972b145bd3c,0x0000000000000000000000000000000000000348,0x4dcc2fb96fb89a802ef9712f6bd2246d3607cf95ca5540cb24490d37003f8c46,120,300
STORJ,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac,0x0000000000000000000000000000000000000348,0x21776e4ed1e763d580071fd6394d71e582672c788f64f4a279e60ec1497e27c4,120,300
STRK,USD,Pyth,No,No,PythOracle,0x4305FB66699C3B2702D4d05CF36551390A4c69C6,0xCa14007Eff0dB1f8135f4C25B34De49AB0d42766,0x0000000000000000000000000000000000000348,0x6a182399ff70ccf3e06024898942028204125a819e519a335ffa4579e66cd870,120,300
